client_id	path	sentence	up_votes	down_votes	age	gender	accent
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	2bb15a74136aab1884e625205822fa31fd27bff42b900fd661bca04781e01766a59eaadf582ba5d37e102697982f843c9ccaaaa585d34a18aaa1bd8bcb6d8f56.mp3	Bees can see more colors than you.	2	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	6fab703783fcfaa3c73b063a8ae308e76459d6e807dbd1e0fdc0ae9cd065d80bb113f46eaf8dc6a06baa8c0a80cfdd0f9397506b8e7d5eace9fb25d9d0a111f5.mp3	They all say they wrote the letter.	0	2	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	17abfbe61a4cd9a3d999ed67c1058d8204c8ff91d2b07faf465bc087264dfc775843e8c40bfae5f6f6dc8d9666f55645a4d47b777ee167bf4b5b120e8bef6aea.mp3	"Because I don't love him."	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	184194abb15270186bdf290c08b4d466442fb71240e2d7c5fc767610453a5d5217f0a7603f420636f49f23676ee014dd0b7949fe5869e1ddee27a73cf8032e1d.mp3	The primary coil has fifty turns.	2	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	f972fd43397949f6b25aef642039594866aef21d16e3843ee074a2e0535b76286f46f8743d84ddbc1910bdb08a5780a63cfbd0a81164bed4932a72171ed8ce33.mp3	The tide rushed into the estuary at a menacing pace.	0	2	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	cd73a93626e04cd2f6c289ece99886b6c04316f2e8d96a65490de7159022891d6240824d848115faa3df3e77dd9e87bae899d7ac3a16f6839e2660090b9ea1ad.mp3	The yield is essentially zero.	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	c3d7fe808dee8ea626d952b1e3ad565f61111febc1ef81b5102c02587a7307afcd94d17703477346e94143425918ea258a7ed32a2e73bbafbbb91acc113c42ce.mp3	"Now let's see what you look like when you protest."	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	645a4dd9c891e0d05fbc432281dab41a6a4b09def56781f45da9cdcbf69c9c31de475da440c42ea973a1e2e79a300985e28d2d3f0792affb62ba66cdf2c45daa.mp3	Java is not only an island, but also a popular programming language.	2	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	f05b95f0b7501b07f72baa7478a10fdb69e3d2e3e8990ce29f1ee98656129c20f5359cfdf273cb4aee0273d05fd1c3256d068d3adda68963770125a801a54e74.mp3	Soon, we will all be flying to work.	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	d7a4d4e17c693e8972631e39483d94b44f73d64d23b7a6bba9bd64d46d70e794d4f4ff1f83a28c86e98d8cc73e3af3b97951197165dce6b66bc0ce92e1a4569c.mp3	"What good'll it do?"	2	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	55f0b60febcff20eb86e41101ec5e73063440ce8fd9fa9dec2364301f2780481ef8aa164a7ef7fc0776d43471dc14dee6e9c874ebc617a998e0c24cb38e5c80f.mp3	Edinburgh is a dream-like place to visit.	1	20	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	59b72203ec2a0b338e4a9506b5b7565ba3df53a656953c0ff08dfe670bf1093377f2e4498c262365baae0ecbc8dc008bdeb370d8405aeaeea114078ad5afe83e.mp3	"They're not my children."	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	4b6743e54f25e89cbb6eb94ef9c0c7679d1ccb947db3cefaa277ffd249447e6092d8976c3b9a6ff21333cad5b8e89092f8aca0ba85b3e633e5705e980604dc93.mp3	"Who says I can't?"	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	01aefaf9c800cc7d1de2914a62055ae311438e2ce550ef8399c9008f17a8ffe9dd9109f476c1279eb477969165d168cf4e38b91953a49ff5e993b17763372997.mp3	The criminals taunted the police officers and prison guards.	0	2	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	eab50fecc783c76b5559a0ab6e48700088682d5da688906e0973c98c7264d85441f838e09eb0e0db2f9ca0892833d81fc33e2226d2fe7205897c64cd081b48c1.mp3	This guy stole my watch.	0	2	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	d5024a51633b6dbedb7d8069ebc0ac6c6536e22aa2ac5f319a96e84eb0db2831f15de65a5cd0828dde04f1776d19fb81af74c6e3287861cbd79f8f4a4f3c9f91.mp3	I’m going to Tacoma to interview a 91-year-old in an assisted living center.	0	2	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	7f6798bb726b9ecc54b8f91bec4e19c825e4a1f78648b6944c59a08ac15c04ab7eb305a42b7fbd96bec00ab934e897b1ece09b02fd8437037b358b01dc6e7eeb.mp3	An elephant on the roof is soon an elephant in the house.	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	4934b0fdd3dbfafb0578ee02db50e437784e88d91ce6fd80f6e4b5dec535f535418f1536d4c06455063d67f573bd7876a3130879bb8acc2e32fd8ee249865821.mp3	The illumination created a cozy atmosphere.	0	2	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	81f18725022ca59a5a2a84230a774178d541ffef342e5f0306de99a68d769be9c7c3d967726dc80a5e251c08f7303fd26436d71401cde127f9671dde8acc6c3e.mp3	I knew there was some mistake.	0	2	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	e1c7b7bed0b434b7eb670b6fe4ce4c75806a244256af4d43e3332f368c3f9246d92797e4b7ec94899fe2a2262f87c9659b0849cac7fa734baf99a0092ed54936.mp3	Can you lend me your bycicle for a while.	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	cebbe0028a90aa25a1bad51f797edde68f381354e546ae12ffaa58c6a5f315434665afe1ad80b20f0b9d48e62cdf0ed71a9619129d2e110cd4c5ce7a05fdb464.mp3	Apple pie is an iconic dish.	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	54701bd6ed35eee37ea3fc095eb99b2faa09fdcb52751233dc9b37e03cd63b3853f7363dc5c05d55022e8ad68a2bf1c0953d67a806be13e70cc7781546c798b0.mp3	"And I'll say it in my own words this time."	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	52f92fbe613310c37f3f0682c0a7cd779022d0c77fa9714ccc551c032ad25b4052a33567111162d4ed50cf7739b6434773924b35e579b7a5bb9c23407c79473e.mp3	The full network is trained to minimize L2 pixel loss.	0	2	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	023d2972e8f4aad5838921254e7e59d051deb846c51083c2d8d734dd1994cc8c2b443679c8a91cd94c2bbf0a34e334d3d65ac20d05f075ca1644cb3a4cb1417e.mp3	Everybody quiet and ready for an emergency.	0	2	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	4e16395efd0aaec2926979c2dc02d13866a80ffa5cf9161c51799f0b4b1e13e41e697e306c8f0a7d101f292d65c5c02fe3b1514f5188171a7d34fbdc4a0f31c3.mp3	She thought it might be a cheap copy, but she didn’t want to know.	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	61bed3c7f49ca1f7f8a917b88f28cff766324b6df7916f36654c91a56e631808d10c76cd92905f57c37de327f3b4070b70d36d2b3ba34bd12f26f68f1a4a375a.mp3	"I'm still having trouble with baking."	2	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	eca809d18a0a194a6ab4a90107713abb8ff6fe575134376944fa87be0dd092121743c7c3f3115e06fb857b92b1f793764583e93beb8b13365bb6fc9768bb144c.mp3	"I'll just go upstairs and send it over with a messenger."	3	4	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	0ee608ec9e036ec7cd23d20ec68909ff3105a448fa465b8e37d906bd0d3511807159adb181b4e97577a42f5233298929a545a00e757c3803839d022830abb54a.mp3	This no good alternative.	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	83f353f890984f8da27e1f2958656f0d031d4e4667ff9743428ade5ffcd6864837a871645ee8fd314aa3e30b174296c8cdff89c3dcb55e842dc18eb0430ac1d9.mp3	Did she solve the riddle all by herself?	0	2	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	b34aae024e00850981f287e8861f36f8e6888b6c7bfad4aa41de938508c7beab59676ae9e33e5d2cfba1fc2b603fbad1ae6d537240e3a8c425e1ea826e5ced8d.mp3	He said he had never seen any like them.	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	e7aae01d35a8e5384d2696276be03c6d93889fa035ae11e93a7022659283ddc3bbd891646e3c719271b397aa407acf391bba56db033136c0d49db3da3f7cacc4.mp3	Come in again some time.	2	6	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	f56a2114b025fd2c78d3a302fd09ac38939d73285cfc59e6ac5ef81a71c5ccc9e8c8f4a90e392d4a519f5d4c005a9099fca86f4521f06d18bbb2dd827c05fdc8.mp3	"Don't let him eat too many strawberries."	2	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	921de908c1fec8d1d7aa27891844791156596a7ebb27ee44417d1a573e1bf8a2956bb9b9a1e198d7ddd8d71e9d5292cecb9047bad80aaf99c6e5cd7a8be82be1.mp3	To do Linux development, I rely on NX, a remote desktop solution.	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	ccfb4dcb4ab03d550e367bf308b60cdf2465c0efbd955255002ef1ca1dab68182ab4af21e66cd31fcf816c8c16921f6dc3858f3456c657a0fa85f43b4dd54917.mp3	I had to hand over all our cash.	0	2	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	d1d9b62f60ce2bf56861c3fab7579136f47028f57966fc0f75132d96f2f83c06f839137010d8abd41aaf46a9d9e8e2e8a7ad91154d5843d25f924b16f4929588.mp3	"I'd like to think."	2	5	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	44bb48066850336730e830f95b582da34c0b5b630866a7887326faad7d155778863d01b29546695165334640ec65aa03d7a28faad60339b6f0f313aa3edeb654.mp3	You have developed a serious case of pneumonia.	1	2	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	091ba8dfbee0d7b283545465f49cb1e2490ae7147d6e6b0cfd48b68d146694285a4402fc5ebd513313194558b07ebdad04c2308b4840c7a7d2ff75f6a4517c0c.mp3	"Before we begin with the actual baptism, let's renew our creed."	2	8	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	4c796c5bd2815b604dd09abeaef7ef2f2c67314d078bcd7711a7ad1c28265d4622cf249272e2987a93b7d373859636825284cd296b795b37760ec5251d2eff3d.mp3	Then we can climb Mt. Helen.	0	2	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	e3d828adf1696f3a148ce4e3dd1ebcbc401a4526c33325567624001297a6bf896fbd98f11a036cc0f7264675171518d328b275d167f3b29c0b3ed21765cc9190.mp3	"I'll be right over there pulling for you."	2	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	372ce986a3e46a01649d3c517a51f7da63b1976d5dfc376a907b58daa4aafe8624aca899ba97b67361f31e405d26b34abe9ccbcda0d9c8d4cd480afc20c79dd4.mp3	As Jennifer walked down the aisle, she wondered if she had made a mistake.	1	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	61fa00200706a8518ebc445915151940a7e0c03d884f019ae90d91700e147713d435656222a32bec9d3a9e3981b56535be4dec15ed14c0599de9029c9278a93c.mp3	She has always been very kind and friendly to everyone, even strangers.	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	a185f9d52430e977ccab6e5bdecc925edea66f35945467c74dd3a717078ce3705d277a051036ad9837d099ab7373020461ed4c9c0b961fc5fcec65cdce693cda.mp3	The brake fluid was leaking out onto the path.	0	4	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	244c6566ee5562d1aee7bc5babb32b80a850a95294c494d24955fadc7c3f8d748ed5235a6818309bcb70131522872703d90ae0bd21897e40a660f80cf7c44b58.mp3	She hoisted up the pirate flag.	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	dad9ee9e5327019bcc80893b7ec0207fba96f55e3ad756f68083e3eb8c5153ae266462870cc02a40bcd8453fac81e7a36611415136947272de2809f2c2ce597d.mp3	This drafty old barn!	2	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	24610a989b410158865ac5c0126612b8581c19dd1e2703e6292a8dc56d48df1ad975c91254fb59c72443a19ab6882e972743eba2ef79b2ea158a56cb77d7781b.mp3	You chose an incompatible encoding.	2	4	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	a176dc941aae73db5dcf92b2301f14f8b19c82faee39c5728e04e7280b6c70ccde539adfaae1d1eb093c85d71d7d4863d02d727fd09bcc76bc08ff28b6843f6e.mp3	That song reminds me of my childhood.	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	e0fe5c6592b12296e91f83189650f958b7e90115bc4c66700c77ab264a7a9371cf7f326ae2c4c406b9ad9e7e69e650ca15b3dc59a17909db59eedeeacfa0d734.mp3	"The City Sealer's office."	0	2	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	b1ec410c1ea8d412131b96f166a3886f648dc214b66ea786659f001bf9343a7706b997f87da12394e41ce20744ff14e8c56dd1b8fd775dc57a40396b0dabd741.mp3	"What's the idea here?"	0	2	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	baedd534ccbb7a7decbe70f5457dc6998e6a0c3a08a6662da8a20f1f8997ffd61ccae1ba9b877f30f4f15cb219d1bc9048a0b0fa7f3ab69297a82314e2de8f32.mp3	Induction hobs do not work by thermal radiation.	2	4	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	f55992b103ab6ee5ac16ccf14217ac1a82cdc0cd5bba123c7036976c4ba148be71638bc840f91382c19f4b029f380847d33df2b439bb3803e3ce43c4f6cc0ea9.mp3	"If a pen has no ink, it's broken."	0	2	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	6c899a5d94d322429e23d72287eff6b02778f595a95ce8c62a2f40239742a95bf96248e4c7b8f7f907666ef3a027a0da0586ccc3d21d2dec89786d8f9e377164.mp3	My agreement with you gentlemen stands!	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	f87fd6deda00a2238c50b34a4351576e88c92368fb1223c77b49994aead59b1cc53475b10c9268058d862060f5a0eda37e1f0958039a016385284364e770ed80.mp3	The twenty million dollar project is projected to be finished in eight weeks.	0	2	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	c6e171d286b64dd5ae8bb9a3c325e68c49d01a2c9484e29c4d81845d1721c60b904e79d964da0b8de716bb9c8b723c59c0cb2e850d1cc51254ee19f2d44eba58.mp3	"You didn't vote for me the last time."	3	13	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	097c30c11b2652a52e7ba767ed9f38b82d5a136612a43a1f76e4388c7f8b25adb4770f8665b8ec378e8e7b220e116ca9f872b1a1d711a9c93f32cc36f35f0f1e.mp3	The cat sat on the fence.	2	5	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	daf45fed9c1b12ffe3139604bf12304bb7c468dcd41dadfe10e50a2dfb9d2642bf53a64012ce7969b7097185c9212310230ebf1c8cb70d448f2dda3bdfd647c4.mp3	The fire burned the fox.	2	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	ac32d97f437d3bc66e8859ff3d1b31445505143b730ce10e248b282d19e547f6496ec262c905c88b50981df568bc6c2a1ac70b62865d38d46ac1c961b4a88bb8.mp3	The kangaroo hopped noisily.	2	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	b36062d72af43b537c42ad3b15c2868cae870f420ee4c0d859796971789a2f3aab7dd4d22723dde070f3f9d7aacd1807c752e61916062117f9b5476fbf27c5a2.mp3	"And I'm afraid we want it back."	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	ea3d1c5ef25a0af9461a5dd6b178a872dc90c57ef13848b8c93cf9cae8fe9d4bac86201fcc877bdd9b03ae7c068fc9dfce7f2a811355b7958b8be9b313a91fcf.mp3	I watched the weather forecast.	0	2	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	9398403d7728ace8867d534c7a44750546548b2b5f73a920749f5bf71f5792f3246b56c032163e39087cbbc25d3baf65b99e9158ff1846bd8896888b96dc3f2b.mp3	This is as far as the elevator goes.	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	87d8769d6d334a9972d8d371f8f473d7ed964832392cd8030e49dd96bd25f9e8ceede37a9b57d6f77a91627c77607a1f8a75140f9dea679c9cbd1b5e02aa424b.mp3	Inverse kinematics are a mathematical challenge for robot engineers.	3	4	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	9d799188fc3837620b933d338ac8fd6d0c50c0d9532dc7e1f93e054061c085fdbf00da0976b8a3122847ae6e9ab7d6a0c0496a57efe2034bb5cf946ec116a9b0.mp3	Take her to the hospital.	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	9a84a2ec8c1a9d11e1f813dc534c73dc20e54ab1a08c38bb28268dbb43ca360ccde72307c83fb4a0100b20bb6dc68b1bbc2eaddec1c759ec94d9a5c0063b4fe1.mp3	"We've all been there."	2	9	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	c5a7f61ae0714df20278474a64ba45f8dec84262d3afd975d2ad4280b2cf3fcd5bca8b331fd18fb675315d0d80b516dd21adb76983118d152e6c38158ed08143.mp3	"I'm afraid you put them on too early."	0	2	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	afd9f70af8af28646ee3cd223c2dd383ed0e11e42bce35d415f8da59ad8b17e8b72ce3f74c75807b1ca42ba4a3339f3b5a2f9f3331ddcd0ec99759d3f2992269.mp3	"I'm leaving right now."	2	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	497c349a6f10924b7ac9c0592b5c757351babacbe0fd491db2a175ec7da5565880b4923849c807dac46be0f58a55d3fbb65447ad4e5f9b42a34430d870fbeee2.mp3	"This jelly doesn't taste of limes."	2	4	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	a3f05fc639544d003d1d50e8975f7e71db83e4d8ee8d9f56efdaab6801b73a0703799202c12b6a1ff4e2568e7c14cd26dafe6f0847f1176f21f2dac2dad5a851.mp3	"She's kind and sweet and considerate."	2	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	cb6dce88f68843580dc2aea45faaf1d69d3140cd7cb406135f29acb9894e2bb3f366119ea634e73b26ce6d2d3ba6ff2b336db2b4c08947fad88109c9f35491c6.mp3	"You ain't gonna get me to stay here."	0	3	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	3623828f77a10011914f0652664c1b2d16b2ba8a7f60723ecec29ff92bc12c6ae932b483010142a1f2b72234b273e24828322e7f8673fb2fe4239b84d4ea2539.mp3	These scissors can cut metal.	0	2	fifties	female	indian
335e3199eeb4394e44d5be9ca1cf0733842b392efc7636f6d8d737558167ed3a21493ecf45fb80c4344fc91218e1041387a91edb17f5a54c785541aa8b3a5cd0	8e8ae98de56f454b5c8f36be0bfabd0df922c09ac934fd9b6fd8e1ba703eb16e0ac5c163de1ace8f86d71757e80732364e4bcb7c384a3a7e379ddd3042c8628b.mp3	Go to this address.	2	3	fifties	female	indian
